1719896399.000,-41.479,1.714,140.490,146.460,94.005,40.389,25.535,0.000
1719896405.000,-43.132,1.714,140.490,146.459,93.890,40.396,25.546,0.000
1719896412.000,-42.804,1.714,140.490,146.460,94.316,40.389,25.544,0.000
1719896418.000,-42.651,1.714,140.490,146.459,93.795,40.368,25.539,0.000
1719896424.000,-43.163,1.714,140.490,146.461,94.001,40.370,25.538,0.000
1719896430.000,-43.161,1.714,140.490,146.460,94.052,40.370,25.537,0.000
1719896436.000,-43.070,1.714,140.490,146.460,94.172,40.344,25.534,0.000
1719896442.000,-43.181,1.714,140.490,146.459,94.099,40.349,25.532,0.000
1719896444.000,-43.105,1.714,140.490,146.458,93.845,40.348,25.531,0.000
1719896445.000,-43.074,1.714,140.490,146.460,93.675,40.319,25.534,0.000
1719896452.000,-42.957,1.714,140.490,146.460,93.788,40.321,25.530,0.000
1719896454.000,-42.863,1.714,140.490,146.460,93.770,40.324,25.527,0.000
1719896456.000,-42.846,1.714,140.490,146.459,93.682,40.331,25.526,0.000
1719896458.000,-43.129,1.714,140.490,146.460,93.986,40.335,25.530,0.000
1719896460.000,-42.944,1.714,140.490,146.460,94.128,40.328,25.530,0.000
1719896462.000,-43.048,1.714,140.490,146.460,94.025,40.339,25.530,0.000
1719896464.000,-42.938,1.714,140.490,146.460,94.180,40.334,25.531,0.000
1719896466.000,-42.935,1.714,140.490,146.458,94.052,40.347,25.535,0.000
1719896468.000,-43.073,1.714,140.490,146.459,93.771,40.321,25.534,0.000
1719896470.000,-43.131,1.714,140.490,146.460,93.948,40.336,25.534,0.000
1719896472.000,-43.092,1.714,140.490,146.461,93.987,40.356,25.544,0.000
1719896474.000,-43.304,1.714,140.490,146.460,93.942,40.353,25.537,0.000
1719896476.000,-43.267,1.714,140.490,146.459,94.105,40.331,25.537,0.000
1719896478.000,-43.064,1.714,140.490,146.460,94.145,40.339,25.538,0.000
1719896480.000,-43.090,1.714,140.490,146.460,93.912,40.342,25.543,0.000
1719896482.000,-43.085,1.714,140.490,146.459,94.089,40.342,25.541,0.000
1719896484.000,-43.019,1.714,140.490,146.460,94.370,40.332,25.547,0.000
1719896486.000,-43.102,1.714,140.490,146.460,94.367,40.350,25.552,0.000
1719896488.000,-43.072,1.714,140.490,146.460,94.480,40.357,25.546,0.000
1719896490.000,-43.236,1.714,140.490,146.459,94.361,40.360,25.551,0.000
1719896492.000,-43.085,1.714,140.490,146.460,94.175,40.360,25.552,0.000
1719896494.000,-43.222,1.714,140.490,146.460,94.353,40.354,25.546,0.000
1719896496.000,-43.157,1.714,140.490,146.459,94.557,40.354,25.543,0.000
1719896498.000,-43.116,1.714,140.490,146.460,94.538,40.352,25.544,0.000
1719896500.000,-43.050,1.714,140.490,146.460,94.981,40.345,25.546,0.000
1719896502.000,-43.122,1.714,140.490,146.460,95.195,40.346,25.545,0.000
1719896504.000,-43.007,1.714,140.490,146.460,95.228,40.344,25.544,0.000
1719896506.000,-43.053,1.714,140.490,146.459,94.963,40.351,25.553,0.000
1719896508.000,-43.012,1.714,140.490,146.460,94.644,40.363,25.552,0.000
1719896510.000,-42.933,1.714,140.490,146.460,94.617,40.369,25.549,0.000
1719896512.000,-43.083,1.714,140.490,146.460,94.823,40.356,25.550,0.000
1719896514.000,-43.142,1.714,140.490,146.460,94.452,40.354,25.541,0.000
1719896516.000,-43.062,1.714,140.490,146.459,94.194,40.361,25.546,0.000
1719896518.000,-42.982,1.714,140.490,146.459,94.280,40.360,25.548,0.000
1719896520.000,-42.940,1.714,140.490,146.458,94.335,40.359,25.545,0.000
1719896522.000,-43.078,1.714,140.490,146.459,94.528,40.377,25.547,0.000
1719896524.000,-43.055,1.714,140.490,146.459,94.469,40.380,25.552,0.000
