1719637194.000,95.844,1.316,140.150,140.167,96.346,40.058,26.535,0.000
1719637200.000,95.919,1.316,140.150,140.166,96.407,40.068,26.540,0.000
1719637207.000,95.977,1.316,140.150,140.167,95.696,40.089,26.541,0.000
1719637214.000,95.934,1.316,140.150,140.166,96.309,40.075,26.546,0.000
1719637220.000,95.776,1.316,140.150,140.165,96.035,39.974,26.543,0.000
1719637227.000,95.866,1.316,140.150,140.166,95.878,40.099,26.550,0.000
1719637233.000,95.664,1.316,140.150,140.165,96.263,40.095,26.560,0.000
1719637240.000,95.936,1.316,140.150,140.166,96.628,40.116,26.574,0.000
1719637246.000,95.892,1.316,140.150,140.166,95.799,40.145,26.596,0.000
1719637253.000,95.657,1.316,140.150,140.167,95.612,40.176,26.613,0.000
1719637260.000,95.683,1.316,140.150,140.167,96.057,40.188,26.635,0.000
1719637266.000,95.782,1.316,140.150,140.166,95.590,40.178,26.655,0.000
1719637273.000,95.789,1.316,140.150,140.166,95.649,40.177,26.672,0.000
1719637279.000,95.421,1.316,140.150,140.167,95.264,40.214,26.675,0.000
1719637286.000,95.569,1.316,140.150,140.167,95.047,40.227,26.666,0.000
1719637292.000,95.566,1.316,140.150,140.166,95.317,40.255,26.687,0.000
1719637299.000,95.729,1.316,140.150,140.166,94.899,40.166,26.707,0.000
1719637306.000,95.450,1.316,140.150,140.166,94.894,40.168,26.725,0.000
1719637312.000,95.296,1.316,140.150,140.166,95.366,40.236,26.738,0.000
1719637319.000,95.180,1.316,140.150,140.167,95.904,40.248,26.728,0.000
1719637325.000,95.149,1.316,140.150,140.166,96.376,40.238,26.706,0.000
1719637332.000,95.135,1.316,140.150,140.167,96.917,40.227,26.698,0.000
1719637338.000,95.166,1.316,140.150,140.166,97.243,40.237,26.698,0.000
1719637345.000,95.286,1.316,140.150,140.167,96.454,40.239,26.692,0.000
1719637352.000,95.099,1.316,140.150,140.166,95.852,40.160,26.697,0.000
1719637358.000,95.059,1.316,140.150,140.166,95.126,40.091,26.710,0.000
1719637365.000,94.994,1.316,140.150,140.166,94.750,40.207,26.727,0.000
1719637371.000,95.178,1.316,140.150,140.167,94.959,40.243,26.749,0.000
1719637378.000,95.131,1.316,140.150,140.167,95.575,40.286,26.756,0.000
1719637384.000,95.236,1.316,140.150,140.166,95.535,40.285,26.760,0.000
1719637391.000,95.130,1.316,140.150,140.166,95.275,40.250,26.753,0.000
1719637398.000,95.128,1.316,140.150,140.166,96.200,40.256,26.754,0.000
1719637404.000,95.207,1.316,140.150,140.166,96.513,40.301,26.754,0.000
1719637411.000,95.088,1.316,140.150,140.166,95.567,40.306,26.756,0.000
1719637417.000,95.095,1.316,140.150,140.166,95.724,40.192,26.738,0.000
1719637424.000,95.145,1.316,140.150,140.167,95.729,40.122,26.738,0.000
1719637430.000,94.907,1.316,140.150,140.166,94.977,40.099,26.704,0.000
1719637437.000,95.107,1.316,140.150,140.166,94.081,40.072,26.666,0.000
1719637443.000,95.106,1.316,140.150,140.166,94.709,40.159,26.646,0.000
1719637450.000,95.134,1.316,140.150,140.166,95.394,40.181,26.620,0.000
1719637457.000,95.107,1.316,140.150,140.166,95.293,40.189,26.611,0.000
1719637463.000,95.050,1.316,140.150,140.166,95.119,40.201,26.610,0.000
