0.000,1.322,140.156,33.710,1711734797.000
0.000,1.322,140.156,33.710,1711734797.000
0.000,1.322,140.156,33.827,1711734803.000
0.000,1.322,140.156,33.827,1711734803.000
0.000,1.322,140.156,33.827,1711734803.000
0.000,1.322,140.156,0.000,0.000
0.000,1.327,140.157,0.000,0.000
0.000,1.329,140.159,0.000,0.000
0.000,1.329,140.159,33.817,1711734816.000
0.000,1.329,140.159,33.817,1711734816.000
0.000,1.329,140.159,33.817,1711734816.000
0.000,1.329,140.159,33.901,1711734823.000
0.000,1.329,140.159,33.901,1711734823.000
0.000,1.329,140.159,33.901,1711734823.000
0.000,1.329,140.159,33.845,1711734830.000
0.000,1.329,140.159,33.845,1711734830.000
0.000,1.329,140.159,33.845,1711734830.000
0.000,1.329,140.159,33.953,1711734836.000
0.000,1.329,140.159,33.953,1711734836.000
0.000,1.329,140.159,33.953,1711734836.000
0.000,1.329,140.159,33.953,1711734836.000
0.000,1.329,140.159,0.000,0.000
0.000,1.328,140.158,0.000,0.000
0.000,1.328,140.158,0.000,0.000
0.000,1.328,140.158,34.027,1711734849.000
0.000,1.328,140.158,34.027,1711734849.000
0.000,1.328,140.158,34.027,1711734849.000
0.000,1.328,140.158,34.070,1711734856.000
0.000,1.328,140.158,34.070,1711734856.000
0.000,1.328,140.158,34.070,1711734856.000
0.000,1.328,140.158,34.070,1711734856.000
0.000,1.328,140.158,34.070,1711734862.000
0.000,1.328,140.158,34.070,1711734862.000
0.000,1.328,140.158,34.070,1711734862.000
0.000,1.328,140.158,34.161,1711734869.000
