1715300470.000,0.266,1.388,140.200,0.000,24.561,21.023,23.206
1715300483.000,0.285,1.520,140.287,0.000,24.619,21.254,23.289
1715300496.000,0.027,1.869,140.614,146.530,24.628,22.968,23.305
1715300509.000,-0.321,1.905,140.672,0.000,24.953,26.277,23.329
1715300523.000,-0.671,1.556,140.342,0.000,25.618,29.131,23.320
1715300536.000,0.160,1.331,140.160,0.000,26.505,30.918,23.331
1715300549.000,2.751,1.349,140.172,0.000,27.673,32.285,23.350
1715300562.000,5.242,1.388,140.200,0.000,28.703,33.130,23.352
1715300575.000,7.694,1.388,140.200,0.000,29.717,33.709,23.357
1715300588.000,10.027,1.393,140.204,0.000,31.047,34.074,23.385
1715300601.000,12.147,1.393,140.204,0.000,32.060,34.356,23.415
1715300614.000,14.174,1.393,140.204,0.000,33.776,34.580,23.424
1715300627.000,16.066,1.388,140.200,0.000,34.858,34.680,23.435
1715300641.000,17.801,1.388,140.200,0.000,36.358,34.886,23.539
1715300654.000,19.476,1.388,140.200,0.000,37.724,35.074,23.658
1715300667.000,21.002,1.393,140.204,0.000,38.983,35.196,23.737
1715300680.000,22.453,1.393,140.204,0.000,40.449,35.249,23.742
1715300693.000,23.819,1.393,140.204,0.000,41.736,35.412,23.755
1715300706.000,25.116,1.388,140.200,0.000,42.593,35.459,23.820
1715300719.000,26.344,1.388,140.200,0.000,43.777,35.531,23.907
1715300732.000,27.521,1.388,140.200,0.000,45.237,35.580,23.963
1715300745.000,28.631,1.393,140.204,0.000,46.117,35.599,24.006
1715300759.000,29.702,1.393,140.204,0.000,47.358,35.642,24.065
1715300772.000,30.716,1.393,140.204,0.000,48.211,35.719,24.096
1715300785.000,31.707,1.388,140.200,0.000,49.591,35.798,24.161
1715300798.000,32.599,1.388,140.200,0.000,50.559,35.840,24.188
1715300811.000,33.492,1.388,140.200,0.000,51.250,35.933,24.236
1715300824.000,34.337,1.393,140.204,0.000,52.856,36.000,24.263
1715300837.000,35.138,1.393,140.204,0.000,53.830,36.067,24.300
1715300850.000,35.915,1.393,140.204,0.000,54.457,36.090,24.347
1715300863.000,36.708,1.388,140.200,0.000,55.390,36.076,24.373
1715300877.000,37.408,1.388,140.200,0.000,55.516,36.048,24.390
1715300890.000,38.127,1.388,140.200,0.000,56.797,36.163,24.393
1715300903.000,38.777,1.393,140.204,0.000,56.448,36.152,24.372
1715300916.000,39.431,1.393,140.204,0.000,58.583,36.269,24.376
1715300929.000,40.030,1.393,140.204,0.000,59.828,36.347,24.390
1715300942.000,40.612,1.388,140.200,0.000,61.195,36.393,24.420
1715300955.000,41.208,1.388,140.200,0.000,61.920,36.375,24.449
1715300968.000,41.721,1.331,140.160,0.000,63.172,36.504,24.469
1715300981.000,42.092,1.300,140.140,0.000,63.463,36.442,24.438
1715300995.000,42.398,1.300,140.140,0.000,64.543,36.314,24.440
1715301008.000,42.635,1.300,140.140,0.000,64.217,36.135,24.400
1715301021.000,42.921,1.295,140.137,0.000,64.844,36.009,24.424
1715301034.000,43.158,1.300,140.140,0.000,65.242,36.154,24.400
1715301047.000,43.384,1.300,140.140,0.000,65.423,36.203,24.444
1715301060.000,43.607,1.308,140.145,0.000,66.181,36.260,24.481
1715301073.000,43.861,1.308,140.145,0.000,66.752,36.286,24.508
1715301086.000,44.084,1.308,140.145,0.000,68.277,36.358,24.554
1715301099.000,44.270,1.308,140.145,0.000,67.457,36.289,24.598
1715301113.000,44.540,1.308,140.145,0.000,68.766,36.491,24.612
1715301126.000,44.744,1.309,140.146,70.082,69.065,36.577,24.619
1715301139.000,44.938,1.309,140.146,0.000,70.118,36.590,24.623
1715301152.000,45.112,1.309,140.146,124.593,71.870,36.652,24.614
1715301165.000,45.288,1.311,140.147,0.000,71.791,36.639,24.614
1715301178.000,45.488,1.311,140.147,0.000,72.546,36.667,24.625
1715301191.000,45.682,1.311,140.147,0.000,72.221,36.681,24.675
1715301204.000,45.869,1.311,140.147,0.000,73.375,36.698,24.761
1715301217.000,46.031,1.311,140.147,140.167,73.728,36.768,24.804
1715301231.000,46.224,1.312,140.148,140.166,74.728,36.865,24.806
1715301244.000,46.350,1.312,140.148,140.166,74.600,36.811,24.781
1715301257.000,46.511,1.312,140.148,140.166,74.802,36.799,24.784
1715301270.000,46.657,1.312,140.148,140.166,74.725,36.694,24.794
1715301283.000,46.816,1.312,140.148,140.166,75.386,36.679,24.831
1715301296.000,46.964,1.312,140.148,140.165,76.629,36.893,24.861
1715301309.000,47.115,1.312,140.148,140.165,76.804,36.982,24.904
1715301322.000,47.271,1.312,140.148,140.165,77.037,36.999,24.927
1715301335.000,47.424,1.312,140.148,140.164,78.467,37.098,24.916
1715301349.000,47.607,1.313,140.148,140.164,78.139,37.034,24.888
1715301362.000,47.740,1.314,140.149,140.164,79.518,37.111,24.858
1715301375.000,47.879,1.314,140.149,140.164,79.050,37.053,24.802
1715301388.000,48.008,1.315,140.150,140.164,79.938,37.101,24.785
1715301401.000,48.173,1.315,140.150,140.164,80.007,37.151,24.803
1715301414.000,48.251,1.315,140.150,140.164,80.369,37.099,24.887
1715301427.000,48.444,1.314,140.149,140.164,79.560,37.104,24.910
1715301440.000,48.578,1.314,140.149,140.163,79.789,37.174,24.959
1715301453.000,48.671,1.314,140.149,140.163,81.762,37.200,24.970
1715301467.000,48.811,1.313,140.148,140.162,83.283,37.316,24.980
1715301480.000,48.937,1.313,140.148,140.162,83.577,37.355,24.996
1715301493.000,49.064,1.313,140.148,140.162,83.077,37.388,25.033
1715301506.000,49.147,1.313,140.148,140.162,83.141,37.371,25.032
1715301519.000,49.279,1.312,140.148,140.162,83.280,37.365,25.054
1715301532.000,49.390,1.311,140.147,140.160,83.523,37.436,25.078
1715301545.000,49.468,1.311,140.147,140.161,84.451,37.463,25.076
1715301598.000,49.903,1.311,140.147,140.160,84.168,37.462,25.071
1715301611.000,49.982,1.311,140.147,140.160,84.174,37.415,25.083
1715301624.000,50.099,1.311,140.147,140.160,85.498,37.496,25.080
1715301637.000,50.206,1.311,140.147,140.160,86.281,37.465,25.000
1715301650.000,50.301,1.310,140.146,140.159,86.137,37.448,24.983
1715301663.000,50.387,1.310,140.146,140.159,85.312,37.380,24.967
1715301676.000,50.457,1.310,140.146,140.159,85.994,37.382,24.964
1715301689.000,50.563,1.309,140.146,140.158,86.926,37.465,24.955
1715301703.000,50.632,1.309,140.146,140.158,86.277,37.457,24.909
1715301716.000,50.711,1.309,140.146,140.158,87.081,37.486,24.933
1715301729.000,50.808,1.308,140.145,140.158,87.741,37.561,25.004
1715301742.000,50.872,1.308,140.145,140.158,86.897,37.474,25.124
1715301755.000,50.950,1.308,140.145,140.158,88.752,37.568,25.166
1715301768.000,51.024,1.307,140.145,140.157,88.014,37.699,25.202
1715301781.000,51.083,1.307,140.145,140.157,89.146,37.711,25.212
1715301794.000,51.121,1.307,140.145,140.157,88.583,37.564,25.189
1715301807.000,51.257,1.307,140.145,140.157,88.569,37.612,25.165
