1716474730.000,5.332,1.300,140.140,0.000,24.837,21.094,23.436
1716474737.000,0.084,1.300,140.140,0.000,24.848,21.088,23.443
1716474743.000,0.027,1.300,140.140,0.000,24.848,21.078,23.433
1716474750.000,0.006,1.300,140.140,0.000,24.787,21.070,23.408
1716474756.000,0.029,1.300,140.140,0.000,24.765,21.062,23.382
1716474763.000,0.079,1.300,140.140,0.000,24.703,21.020,23.354
1716474769.000,0.009,1.300,140.140,0.000,24.660,20.987,23.332
1716474776.000,0.046,1.300,140.140,0.000,24.640,20.973,23.317
1716474873.000,8.139,1.300,140.140,0.000,24.756,21.021,23.378
1716474880.000,0.058,1.300,140.140,0.000,24.705,20.980,23.348
1716474887.000,0.045,1.300,140.140,0.000,24.687,20.957,23.335
1716474893.000,0.100,1.300,140.140,0.000,24.678,20.960,23.328
1716474900.000,0.200,1.300,140.140,0.000,24.701,21.005,23.337
1716474906.000,0.316,1.300,140.140,0.000,24.708,21.012,23.356
1716474913.000,0.149,1.300,140.140,0.000,24.735,21.031,23.368
1716474919.000,0.005,1.300,140.140,0.000,24.762,21.035,23.381
1716474926.000,0.115,1.300,140.140,0.000,24.802,21.060,23.400
1716474933.000,-0.034,1.300,140.140,0.000,24.817,21.079,23.413
1716474939.000,0.008,1.300,140.140,0.000,24.815,21.095,23.423
1716474946.000,0.065,1.300,140.140,0.000,24.862,21.116,23.438
1716474952.000,0.143,1.300,140.140,0.000,24.894,21.138,23.450
1716474959.000,0.267,1.300,140.140,0.000,24.916,21.178,23.459
1716475134.000,8.743,1.300,140.140,0.000,24.842,21.122,23.362
1716475140.000,0.097,1.300,140.140,0.000,24.881,21.146,23.394
1716475147.000,0.065,1.300,140.140,0.000,24.920,21.156,23.436
1716475153.000,0.195,1.300,140.140,0.000,24.948,21.161,23.469
1716475160.000,0.173,1.300,140.140,0.000,24.969,21.175,23.483
1716475167.000,0.246,1.300,140.140,0.000,24.964,21.213,23.506
1716475173.000,0.195,1.300,140.140,0.000,24.948,21.213,23.497
1716475180.000,-0.165,1.300,140.140,0.000,24.923,21.195,23.484
1716475186.000,0.238,1.300,140.140,0.000,24.907,21.191,23.477
1716475193.000,0.103,1.300,140.140,0.000,24.927,21.199,23.487
1716475199.000,0.100,1.300,140.140,0.000,24.922,21.191,23.477
1716475206.000,0.120,1.300,140.140,0.000,24.878,21.158,23.462
1716475213.000,0.286,1.300,140.140,0.000,24.874,21.165,23.457
1716475219.000,0.161,1.300,140.140,0.000,24.863,21.152,23.444
1716475226.000,0.051,1.300,140.140,0.000,24.856,21.157,23.433
1716475232.000,0.040,1.300,140.140,0.000,24.847,21.147,23.402
1716475239.000,-0.227,1.300,140.140,0.000,24.847,21.126,23.374
1716475245.000,0.188,1.300,140.140,0.000,24.834,21.130,23.345
1716475252.000,0.074,1.300,140.140,0.000,24.825,21.102,23.318
1716475258.000,-0.002,1.300,140.140,0.000,24.829,21.100,23.309
1716475265.000,0.024,1.300,140.140,0.000,24.846,21.093,23.314
1716475272.000,0.078,1.300,140.140,0.000,24.890,21.130,23.358
1716475278.000,0.030,1.300,140.140,0.000,24.932,21.179,23.396
1716475285.000,0.048,1.300,140.140,0.000,24.952,21.164,23.426
1716475291.000,0.008,1.300,140.140,0.000,24.931,21.152,23.438
1716475298.000,0.107,1.300,140.140,0.000,24.913,21.137,23.450
1716475304.000,0.029,1.300,140.140,0.000,24.898,21.150,23.451
1716475311.000,0.035,1.300,140.140,0.000,24.906,21.163,23.451
1716475318.000,0.104,1.300,140.140,0.000,24.889,21.123,23.450
1716475324.000,0.009,1.300,140.140,0.000,24.905,21.152,23.461
1716475331.000,-0.454,1.300,140.140,0.000,24.923,21.156,23.463
1716475337.000,0.081,1.300,140.140,0.000,24.922,21.149,23.475
1716475344.000,0.081,1.300,140.140,0.000,24.930,21.174,23.485
1716475350.000,0.112,1.300,140.140,0.000,24.950,21.174,23.484
1716475357.000,0.190,1.300,140.140,0.000,24.954,21.181,23.463
1716475364.000,0.097,1.300,140.140,0.000,24.928,21.174,23.454
1716475370.000,0.102,1.300,140.140,0.000,24.900,21.143,23.440
1716475377.000,0.233,1.300,140.140,0.000,24.905,21.137,23.429
1716475383.000,0.033,1.300,140.140,0.000,24.916,21.134,23.432
1716475390.000,0.121,1.300,140.140,0.000,24.945,21.171,23.450
1716475396.000,0.074,1.300,140.140,0.000,24.975,21.200,23.474
1716475403.000,0.293,1.300,140.140,0.000,25.006,21.195,23.500
1716475410.000,0.102,1.300,140.140,0.000,25.028,21.206,23.525
1716475416.000,0.020,1.300,140.140,0.000,25.028,21.216,23.527
1716475423.000,0.051,1.300,140.140,0.000,25.023,21.189,23.519
1716475429.000,0.050,1.300,140.140,0.000,24.957,21.163,23.490
1716475436.000,-0.039,1.300,140.140,0.000,24.930,21.146,23.462
1716475442.000,0.123,1.300,140.140,0.000,24.910,21.108,23.445
1716475449.000,0.110,1.300,140.140,0.000,24.849,21.081,23.405
1716475455.000,0.059,1.300,140.140,0.000,24.850,21.070,23.394
1716475462.000,0.024,1.300,140.140,0.000,24.876,21.075,23.394
1716475469.000,0.092,1.300,140.140,0.000,24.895,21.088,23.408
1716475475.000,0.023,1.300,140.140,0.000,24.933,21.121,23.410
1716475482.000,0.126,1.300,140.140,0.000,24.941,21.117,23.399
1716475488.000,0.053,1.300,140.140,0.000,24.933,21.106,23.390
1716475495.000,0.004,1.300,140.140,0.000,24.914,21.088,23.394
1716475501.000,0.111,1.300,140.140,0.000,24.893,21.088,23.384
1716475508.000,0.218,1.300,140.140,0.000,24.931,21.113,23.387
1716475515.000,0.066,1.300,140.140,0.000,24.952,21.113,23.375
1716475521.000,0.244,1.300,140.140,0.000,24.979,21.130,23.402
1716475528.000,0.228,1.300,140.140,0.000,25.021,21.182,23.416
1716475534.000,0.071,1.300,140.140,0.000,25.046,21.168,23.418
1716475541.000,0.252,1.300,140.140,0.000,25.009,21.151,23.409
1716475547.000,0.163,1.300,140.140,0.000,24.993,21.141,23.385
1716475554.000,0.055,1.300,140.140,0.000,24.926,21.100,23.361
1716475561.000,0.116,1.300,140.140,0.000,24.892,21.064,23.339
1716475567.000,0.028,1.300,140.140,0.000,24.881,21.052,23.337
1716475574.000,0.093,1.300,140.140,0.000,24.904,21.062,23.345
1716475580.000,0.060,1.300,140.140,0.000,24.946,21.079,23.381
1716475587.000,0.001,1.300,140.140,0.000,24.974,21.118,23.412
1716475593.000,0.190,1.300,140.140,0.000,25.016,21.150,23.432
1716475600.000,0.107,1.300,140.140,0.000,25.030,21.164,23.455
