1715317192.000,73.280,1.381,140.195,140.233,95.729,37.939,25.448
1715317199.000,73.230,1.381,140.195,140.234,93.968,37.920,25.439
1715317205.000,73.261,1.381,140.195,140.233,95.458,37.957,25.442
1715317211.000,73.199,1.382,140.196,140.233,95.845,37.995,25.453
1715317217.000,73.262,1.382,140.196,140.232,95.718,38.012,25.440
1715317223.000,73.262,1.382,140.196,140.233,95.589,37.954,25.421
1715317229.000,73.246,1.381,140.195,140.234,95.843,37.929,25.405
1715317235.000,73.254,1.381,140.195,140.233,95.697,37.961,25.398
1715317241.000,73.286,1.381,140.195,140.233,96.148,37.960,25.401
1715317248.000,73.289,1.380,140.194,140.232,95.373,37.999,25.406
1715317254.000,73.279,1.380,140.194,140.232,95.681,37.950,25.397
1715317260.000,73.297,1.380,140.194,140.232,95.111,37.933,25.403
1715317266.000,73.303,1.379,140.194,140.231,94.211,37.891,25.418
1715317272.000,73.339,1.379,140.194,140.231,94.532,37.909,25.423
1715317278.000,73.296,1.379,140.194,140.232,95.123,37.936,25.406
1715317284.000,73.368,1.378,140.193,140.231,95.564,37.913,25.404
1715317290.000,73.376,1.378,140.193,140.231,95.309,37.904,25.406
1715317297.000,73.357,1.378,140.193,140.231,94.338,37.936,25.424
1715317303.000,73.320,1.377,140.192,140.230,94.870,37.945,25.432
1715317309.000,73.371,1.377,140.192,140.230,95.101,37.858,25.440
1715317315.000,73.357,1.377,140.192,140.231,95.602,37.821,25.470
1715317321.000,73.312,1.378,140.193,140.230,95.958,37.913,25.479
1715317327.000,73.415,1.378,140.193,140.231,94.461,37.923,25.498
1715317333.000,73.388,1.378,140.193,140.230,93.827,37.884,25.508
1715317339.000,73.407,1.379,140.194,140.231,95.207,37.972,25.517
1715317346.000,73.498,1.379,140.194,140.231,95.815,37.979,25.518
1715317352.000,73.445,1.379,140.194,140.231,96.011,38.015,25.520
1715317358.000,73.456,1.380,140.194,140.231,95.769,37.864,25.495
1715317364.000,73.499,1.380,140.194,140.232,94.855,37.740,25.475
1715317370.000,73.469,1.380,140.194,140.232,96.109,37.725,25.467
1715317376.000,73.464,1.381,140.195,140.233,96.097,37.866,25.466
1715317382.000,73.446,1.381,140.195,140.232,94.975,37.911,25.486
1715317388.000,73.485,1.381,140.195,140.232,96.117,37.969,25.509
1715317395.000,73.458,1.380,140.194,140.232,94.831,37.852,25.526
1715317401.000,73.432,1.380,140.194,140.232,95.435,37.962,25.538
1715317407.000,73.433,1.380,140.194,140.232,95.645,37.986,25.535
1715317413.000,73.494,1.381,140.195,140.232,95.331,37.848,25.540
1715317419.000,73.520,1.381,140.195,140.232,95.064,37.889,25.535
1715317425.000,73.461,1.381,140.195,140.233,95.435,37.923,25.548
1715317431.000,73.477,1.382,140.196,140.232,95.103,37.940,25.554
1715317438.000,73.482,1.382,140.196,0.000,95.133,37.521,25.553
1715317444.000,73.363,1.382,140.196,0.000,93.414,36.077,25.553
